,PO_ID,Current Status,Relevant Timestamp,Days,Days Bucket,Delays,Delays Bucket,Today_Target_delay,Today_Target_delay Bucket
2021,PO375174HAWW-0000593,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
2022,PO375305BOTA-0000462,22. Non FOB Pickup Pending,,1,01-03,Missing,Missing,1,01-03
2023,PO375311DONB-0002251,22. Non FOB Pickup Pending,,1,01-03,Missing,Missing,1,01-03
2024,PO375313DONB-0000643,09. Under Production,,On-Track,On-Track,Missing,Missing,-22,On-Track
2025,PO375377PXCR-0000142,26. BL Payment Pending - In Transit,,4,04-08,Missing,Missing,4,04-08
2026,PO375384PXFU-0002701,22. Non FOB Pickup Pending,,On-Track,On-Track,Missing,Missing,0,On-Track
2027,PO375393PXIN-0000091,09. Under Production,,On-Track,On-Track,Missing,Missing,-2,On-Track
2028,PO375434SLOK-0000071,22. Non FOB Pickup Pending,,4,04-08,Missing,Missing,4,04-08
2029,PO375444WWAF-00022322,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
2030,PO377198BOLT-00126411,09. Under Production,,On-Track,On-Track,Missing,Missing,-34,On-Track
2031,PO377206DAWH-0013321,09. Under Production,,On-Track,On-Track,Missing,Missing,-9,On-Track
2032,PO377223ENOV-000041,09. Under Production,,On-Track,On-Track,Missing,Missing,-9,On-Track
2033,PO375312DONB-0000011,09. Under Production,,On-Track,On-Track,Missing,Missing,-2,On-Track
2034,PO375405PXPR-0000642,29. Custom Clearance Pending,,9,09-15,Missing,Missing,9,09-15
2035,PO375412PXPX-0000462,20. Pre Pickup Check,,1,01-03,Missing,Missing,1,01-03
2036,PO375438TRAN_0000063,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-20,On-Track
2037,PO377176AMZY-0000261,05. PI Payment Pending,,3,01-03,Missing,Missing,3,01-03
2038,PO377189BEBA-0000363,18. FFW Booking Missing,-3.0,4,04-08,-3.0,On-Track,4,04-08
2039,PO377215EBER-00000317,09. Under Production,,On-Track,On-Track,Missing,Missing,-94,On-Track
2040,PO377353PXIN-0001145,09. Under Production,,On-Track,On-Track,Missing,Missing,-54,On-Track
2041,PO377353PXIN-00002722,09. Under Production,,On-Track,On-Track,Missing,Missing,-54,On-Track
2042,PO377353PXIN-00007625,09. Under Production,,On-Track,On-Track,Missing,Missing,-54,On-Track
2043,PO377353PXIN-00002128,09. Under Production,,On-Track,On-Track,Missing,Missing,-54,On-Track
2044,PO377355PXIN-0000407,09. Under Production,,On-Track,On-Track,Missing,Missing,-54,On-Track
2045,PO377359PXIP-0000544,10. PRD Confirmation Pending,,On-Track,On-Track,Missing,Missing,0,On-Track
2046,PO377368PXPR-0000643,17. QC Schedule Pending,,On-Track,On-Track,Missing,Missing,-5,On-Track
2047,PO377375PXPR-0001165,10. PRD Confirmation Pending,,2,01-03,Missing,Missing,2,01-03
2048,PO377391PXTN-0000121,05. PI Payment Pending,,8,04-08,Missing,Missing,8,04-08
2049,PO377399PXWE-0003791,09. Under Production,,On-Track,On-Track,Missing,Missing,-9,On-Track
2050,PO377402REGA-0000661,06. Packaging Pending,,13,09-15,Missing,Missing,13,09-15
2051,PO377436WINB-0000601,12. Ready for Batching Pending,,6,04-08,Missing,Missing,6,04-08
2052,PO377454GOER-0005401,09. Under Production,,On-Track,On-Track,Missing,Missing,-9,On-Track
2053,PO377463BAMO-0002332,09. Under Production,,On-Track,On-Track,Missing,Missing,-9,On-Track
2054,PO377305PRCH-0001492,09. Under Production,,On-Track,On-Track,Missing,Missing,-11,On-Track
2055,PO377366PXPR-0000591,09. Under Production,,On-Track,On-Track,Missing,Missing,-2,On-Track
2056,PO377375PXPR-0000944,10. PRD Confirmation Pending,,2,01-03,Missing,Missing,2,01-03
2057,PO377379PXPX-0003881,09. Under Production,,On-Track,On-Track,Missing,Missing,-4,On-Track
2058,PO377390PXSL-0000211,06. Packaging Pending,,12,09-15,Missing,Missing,12,09-15
2059,PO377419TRIB-0000062,09. Under Production,,On-Track,On-Track,Missing,Missing,-12,On-Track
2060,PO377441WWAF-00003119,10. PRD Confirmation Pending,,On-Track,On-Track,Missing,Missing,-2,On-Track
2061,PO377446GOER-0002923,09. Under Production,,On-Track,On-Track,Missing,Missing,-24,On-Track
2062,PO377444GOER-0002971,09. Under Production,,On-Track,On-Track,Missing,Missing,-29,On-Track
2063,PO365583ATLA-0000214,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
2064,PO365654BOLT-0011725,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
2065,PO365676BRUN-00052710,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
2066,PO365676BRUN-00031817,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
2067,PO365727DAWH-0003799,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
2068,PO365756DAZM-0000131,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
2069,PO365840ENOV-000335,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
2070,PO366988PXFU-0000382,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
2071,PO367893PXPR-0002421,28. Telex Release Pending,,4,04-08,Missing,Missing,4,04-08
2072,PO369360EDOU-00001011,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
2073,PO370998YIDB-0001202,32. Dispute - PO Closing Pending,,83,15+,Missing,Missing,83,15+
2074,PO371111PRCH-0000195,32. Dispute - PO Closing Pending,,83,15+,Missing,Missing,83,15+
2075,PO371169PXFU-0000801,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
2076,PO372373BOLT-00109423,26. BL Payment Pending - In Transit,,2,01-03,Missing,Missing,2,01-03
2077,PO372373BOLT-00103783,26. BL Payment Pending - In Transit,,2,01-03,Missing,Missing,2,01-03
2078,PO372431HAPP-00001344,28. Telex Release Pending,,3,01-03,Missing,Missing,3,01-03
2079,PO372640PXPX-00052712,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-2,On-Track
2080,PO372930GYMK-0000061,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
2081,PO373385GOER-0003481,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
2082,PO373864DAWH-00134734,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
2083,PO373877KIDZ-00001811,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
2084,PO373884KIDZ-00025423,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
2085,PO373983BAMO-0001657,19. Supplier Pickup Date Pending,2.0,On track,On track,2.0,01-03,9,09-15
2086,PO374083KETT-0016138,28. Telex Release Pending,-1.0,6,04-08,-1.0,On-Track,6,04-08
2087,PO374084KETT-0001193,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-25,On-Track
2088,PO374085KETT-0001361,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-22,On-Track
2089,PO374106M2B1-1005591,09. Under Production,,78,15+,Missing,Missing,78,15+
2090,PO374109MIST-0000081,28. Telex Release Pending,-48.0,On-Track,On-Track,-48.0,On-Track,-41,On-Track
2091,PO374117OFFI-0001571,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-14,On-Track
2092,PO374146PROB-0000493,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
2093,PO374174PXFU-0001631,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
2094,PO374220PXPR-0000326,29. Custom Clearance Pending,,14,09-15,Missing,Missing,14,09-15
2095,PO374229PXPX-0000088,30. Stock Delivery Pending,,On-Track,On-Track,Missing,Missing,-1,On-Track
2096,PO374270VDOM-0000754,29. Custom Clearance Pending,,On track,On track,Missing,Missing,14,09-15
2097,PO374279WINB-0000011,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-1,On-Track
2098,PO374314BEGR-00047113,10. PRD Confirmation Pending,,30,15+,Missing,Missing,30,15+
2099,PO374364BAMO-0002663,26. BL Payment Pending - In Transit,,2,01-03,Missing,Missing,2,01-03
2100,PO375181HKGA-00000113,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
2101,PO375305BOTA-00005917,21. FOB Pickup Pending,,7,04-08,Missing,Missing,7,04-08
2102,PO375311DONB-0002192,22. Non FOB Pickup Pending,,1,01-03,Missing,Missing,1,01-03
2103,PO375356MOUN-0000252,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
2104,PO375361OUTP-0000111,23. INB Creation Pending,,On-Track,On-Track,Missing,Missing,0,On-Track
2105,PO375376PXCR-0000121,21. FOB Pickup Pending,,On-Track,On-Track,Missing,Missing,-1,On-Track
2106,PO375448YIDB-0000846,28. Telex Release Pending,,On-Track,On-Track,Missing,Missing,-20,On-Track
2107,PO375469GOER-0005941,22. Non FOB Pickup Pending,,4,04-08,Missing,Missing,4,04-08
2108,PO3771642LBD-0001582,18. FFW Booking Missing,-3.0,3,01-03,-3.0,On-Track,3,01-03
2109,PO377263KETT-0001261,09. Under Production,,On-Track,On-Track,Missing,Missing,-2,On-Track
2110,PO377270KNIT-0000031,10. PRD Confirmation Pending,,On-Track,On-Track,Missing,Missing,0,On-Track
2111,PO377353PXIN-00006037,09. Under Production,,On-Track,On-Track,Missing,Missing,-54,On-Track
2112,PO377443ZORE-0000072,05. PI Payment Pending,,3,01-03,Missing,Missing,3,01-03
2113,PO377443ZORE-0000013,05. PI Payment Pending,,3,01-03,Missing,Missing,3,01-03
2114,PO377450GOER-0002976,09. Under Production,,On-Track,On-Track,Missing,Missing,-29,On-Track
2115,PO377591PXPX-0000351,09. Under Production,,On-Track,On-Track,Missing,Missing,-11,On-Track
2116,PO375311DONB-0002245,22. Non FOB Pickup Pending,,1,01-03,Missing,Missing,1,01-03
2117,PO375330HOMA-0000241,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-35,On-Track
2118,PO375410PXPR-0000941,24. Mark In-Transit Pending,,Missing,Missing,Missing,Missing,Missing,Missing
2119,PO375484BEGR-0002952,10. PRD Confirmation Pending,,15,09-15,Missing,Missing,15,09-15
2120,PO377200BOTA-0000492,10. PRD Confirmation Pending,,On-Track,On-Track,Missing,Missing,-2,On-Track
2121,PO377304POWR-0004263,09. Under Production,,On-Track,On-Track,Missing,Missing,-5,On-Track
2122,PO377309PROB-0000741,09. Under Production,,On-Track,On-Track,Missing,Missing,-54,On-Track
2123,PO377310PROB-0000092,09. Under Production,,On-Track,On-Track,Missing,Missing,-24,On-Track
2124,PO377340PXFU-0000181,09. Under Production,,On-Track,On-Track,Missing,Missing,-24,On-Track
2125,PO377353PXIN-00000612,09. Under Production,,On-Track,On-Track,Missing,Missing,-54,On-Track
2126,PO377353PXIN-00005945,09. Under Production,,On-Track,On-Track,Missing,Missing,-94,On-Track
2127,PO377406ROLA-0000381,09. Under Production,,On-Track,On-Track,Missing,Missing,-14,On-Track
2128,PO377591PXPX-0005133,09. Under Production,,On-Track,On-Track,Missing,Missing,-11,On-Track
2129,PO356104HKGA-0000126,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
2130,PO361499SLOK-00000332,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
2131,PO363663HAPL-0000271,26. BL Payment Pending - In Transit,,4,04-08,Missing,Missing,4,04-08
2132,PO365674BRUN-0003545,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
2133,PO365921GOER-0004622,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
2134,PO365967HAMI-00034420,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
2135,PO366020HYDB - 0000431,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
2136,PO366235PREC-0000121,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
2137,PO366269REGA-0000031,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
2138,PO366304SIGN-0001461,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
2139,PO366373TRIB-0000591,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
2140,PO366407WHOL-0002902,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
2141,PO369278WINB-0000541,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
2142,PO371129DAWH-0014458,28. Telex Release Pending,,5,04-08,Missing,Missing,5,04-08
2143,PO371982PXFU-0000699,28. Telex Release Pending,,On-Track,On-Track,Missing,Missing,-20,On-Track
2144,PO372356BEAR-0000471,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
2145,PO372373BOLT-00129719,26. BL Payment Pending - In Transit,,4,04-08,Missing,Missing,4,04-08
2146,PO372373BOLT-00107239,26. BL Payment Pending - In Transit,,2,01-03,Missing,Missing,2,01-03
2147,PO372373BOLT-00113752,26. BL Payment Pending - In Transit,,4,04-08,Missing,Missing,4,04-08
2148,PO372395DONB-0000152,26. BL Payment Pending - In Transit,,1,01-03,Missing,Missing,1,01-03
2149,PO372433HAPP-0000132,28. Telex Release Pending,,4,04-08,Missing,Missing,4,04-08
2150,PO372525POWR-0004355,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
2151,PO372535PROB-0000164,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
2152,PO372560PXCI-0000386,29. Custom Clearance Pending,,14,09-15,Missing,Missing,14,09-15
2153,PO372774SILV-0000651,10. PRD Confirmation Pending,,On-Track,On-Track,Missing,Missing,-1,On-Track
2154,PO372791PXFU-0003171,28. Telex Release Pending,,On-Track,On-Track,Missing,Missing,-11,On-Track
2155,PO373233BEBA-0000232,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-16,On-Track
2156,PO373807YIDB-0002252,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
2157,PO373862KIDZ-00013632,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
2158,PO373864DAWH-00135430,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
2159,PO373878KETT-00024614,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
2160,PO374015CHIL-0000291,26. BL Payment Pending - In Transit,,5,04-08,Missing,Missing,5,04-08
2161,PO374084KETT-0001109,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-25,On-Track
2162,PO374136PREC-0000231,26. BL Payment Pending - In Transit,,4,04-08,Missing,Missing,4,04-08
2163,PO374146PROB-0000504,19. Supplier Pickup Date Pending,,On-Track,On-Track,Missing,Missing,-2,On-Track
2164,PO374165PXCR-0000022,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-4,On-Track
2165,PO374196PXIN-0001294,18. FFW Booking Missing,-3.0,3,01-03,-3.0,On-Track,3,01-03
2166,PO374287YIDB-0001146,28. Telex Release Pending,,On-Track,On-Track,Missing,Missing,-20,On-Track
2167,PO374364BAMO-0002617,20. Pre Pickup Check,,10,09-15,Missing,Missing,10,09-15
2168,PO374371PXBR-0000721,22. Non FOB Pickup Pending,,On-Track,On-Track,Missing,Missing,0,On-Track
2169,PO374441PXSA-00019441,29. Custom Clearance Pending,,14,09-15,Missing,Missing,14,09-15
2170,PO374874PXWE-0001542,26. BL Payment Pending - In Transit,,4,04-08,Missing,Missing,4,04-08
2171,PO375167SLOK-0000241,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
2172,PO375202STEAD-0000061,21. FOB Pickup Pending,,On-Track,On-Track,Missing,Missing,0,On-Track
2173,PO375348LIVE-0000361,22. Non FOB Pickup Pending,,On-Track,On-Track,Missing,Missing,0,On-Track
2174,PO375349LOCK-0000011,22. Non FOB Pickup Pending,,4,04-08,Missing,Missing,4,04-08
2175,PO375381PXFH-0000031,28. Telex Release Pending,,4,04-08,Missing,Missing,4,04-08
2176,PO375444WWAF-0002232,18. FFW Booking Missing,-3.0,3,01-03,-3.0,On-Track,3,01-03
2177,PO375448YIDB-0001431,28. Telex Release Pending,,On-Track,On-Track,Missing,Missing,-20,On-Track
2178,PO377170AMAZ-0000421,09. Under Production,,On-Track,On-Track,Missing,Missing,-14,On-Track
2179,PO377173AMZY-0000681,03. PI Upload Pending,,21,15+,Missing,Missing,21,15+
2180,PO377198BOLT-00110114,09. Under Production,,On-Track,On-Track,Missing,Missing,-34,On-Track
2181,PO377199BOLT-0011081,09. Under Production,,On-Track,On-Track,Missing,Missing,-34,On-Track
2182,PO377257JEWE-0002414,09. Under Production,,On-Track,On-Track,Missing,Missing,-14,On-Track
2183,PO377278MIST-00000825,09. Under Production,,On-Track,On-Track,Missing,Missing,-7,On-Track
2184,PO377339PXFU-0001582,10. PRD Confirmation Pending,,On-Track,On-Track,Missing,Missing,0,On-Track
2185,PO377339PXFU-0001613,11. IM Sign-Off Pending,,3,01-03,Missing,Missing,3,01-03
2186,PO377342PXFU-0002291,09. Under Production,,8,04-08,Missing,Missing,8,04-08
2187,PO377353PXIN-00007114,09. Under Production,,On-Track,On-Track,Missing,Missing,-54,On-Track
2188,PO377353PXIN-00000732,09. Under Production,,On-Track,On-Track,Missing,Missing,-54,On-Track
2189,PO377359PXIP-0002082,10. PRD Confirmation Pending,,On-Track,On-Track,Missing,Missing,0,On-Track
2190,PO377396PXWE-0001531,10. PRD Confirmation Pending,,On-Track,On-Track,Missing,Missing,0,On-Track
2191,PO377443ZORE-0000181,05. PI Payment Pending,,3,01-03,Missing,Missing,3,01-03
2192,PO377446GOER-0002481,09. Under Production,,On-Track,On-Track,Missing,Missing,-29,On-Track
2193,PO374174PXFU-00015618,28. Telex Release Pending,,On-Track,On-Track,Missing,Missing,-4,On-Track
2194,PO374196PXIN-0000336,18. FFW Booking Missing,,On-Track,On-Track,Missing,Missing,-1,On-Track
2195,PO374220PXPR-0000941,29. Custom Clearance Pending,,14,09-15,Missing,Missing,14,09-15
2196,PO374270VDOM-0000723,29. Custom Clearance Pending,,On track,On track,Missing,Missing,14,09-15
2197,PO374441PXSA-0002606,29. Custom Clearance Pending,,14,09-15,Missing,Missing,14,09-15
2198,PO374441PXSA-00029623,29. Custom Clearance Pending,,14,09-15,Missing,Missing,14,09-15
2199,PO375174HAWW-0000571,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
2200,PO375182HKGA-0000133,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
2201,PO375284AMZY-0001721,24. Mark In-Transit Pending,,6,04-08,Missing,Missing,6,04-08
2202,PO375294BEAR-0000291,24. Mark In-Transit Pending,,6,04-08,Missing,Missing,6,04-08
2203,PO375295BEBA-0000282,24. Mark In-Transit Pending,,8,04-08,Missing,Missing,8,04-08
2204,PO375386PXGU-0000071,23. INB Creation Pending,,4,04-08,Missing,Missing,4,04-08
2205,PO375392PXIN-0000091,09. Under Production,,On-Track,On-Track,Missing,Missing,-2,On-Track
2206,PO375396PXIP-0000472,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
2207,PO375413PXPX-0000671,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-1,On-Track
2208,PO375465GOER-0002975,18. FFW Booking Missing,,1,01-03,Missing,Missing,1,01-03
2209,PO3771652LBD-0001853,01. PO Approval Pending,-1.0,25,15+,-1.0,On-Track,25,15+
2210,PO377245HYDB-0004651,09. Under Production,,On-Track,On-Track,Missing,Missing,-9,On-Track
2211,PO377251HYDB - 0002091,09. Under Production,,11,09-15,Missing,Missing,11,09-15
2212,PO377294PLEM-0000431,19. Supplier Pickup Date Pending,,1,01-03,Missing,Missing,1,01-03
2213,PO377411SLOK-0000121,05. PI Payment Pending,,3,01-03,Missing,Missing,3,01-03
2214,PO377424VIIR_0000264,10. PRD Confirmation Pending,,1,01-03,Missing,Missing,1,01-03
2215,PO377424VIIR_0000346,10. PRD Confirmation Pending,,1,01-03,Missing,Missing,1,01-03
2216,PO377443ZORE-0000234,05. PI Payment Pending,,3,01-03,Missing,Missing,3,01-03
2217,PO359395M2B4-10035288,C. Shipped,Status C,Missing,Missing,,Missing,Missing,Missing
2218,PO363350BRUN-0003511,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
2219,PO365887GOER-0000265,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
2220,PO365978HAPL-0000211,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
2221,PO366269REGA-0000053,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
2222,PO367371DONB-0003344,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
2223,PO3678662WAY-0000901,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
2224,PO367893PXPR-0002432,28. Telex Release Pending,,4,04-08,Missing,Missing,4,04-08
2225,PO371039PXAM-0000011,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
2226,PO371932M2B1-1006846,29. Custom Clearance Pending,,14,09-15,Missing,Missing,14,09-15
2227,PO372013PXPO-0000051,32. Dispute - PO Closing Pending,,59,15+,Missing,Missing,59,15+
2228,PO372334AMZY-0000322,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
2229,PO372373BOLT-0011055,26. BL Payment Pending - In Transit,,2,01-03,Missing,Missing,2,01-03
2230,PO372373BOLT-00113451,26. BL Payment Pending - In Transit,,4,04-08,Missing,Missing,4,04-08
2231,PO372373BOLT-00111291,26. BL Payment Pending - In Transit,,4,04-08,Missing,Missing,4,04-08
2232,PO372373BOLT-00112794,26. BL Payment Pending - In Transit,,4,04-08,Missing,Missing,4,04-08
2233,PO372373BOLT-00115895,26. BL Payment Pending - In Transit,,2,01-03,Missing,Missing,2,01-03
